orgId,urls
3823904,https://aecwb.knimbus.com/portal/v2/default/termsAndCondition
3823904,https://makaut.wb.gov.in/MAKAUT_Web/assets/img/Privacy%20Policy.pdf
3823904,https://makaut.online/disclaimer
3823904,https://makaut.online/privacy-policy
3823904,https://makaut.online/terms
3823904,https://ucanapply.com/terms.html
3823904,https://ucanapply.com/privacy.html
10251493,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
10251493,https://uomrpcf.osdes.in/Content/frmPrivacyNew.aspx
10251493,https://uomrpcf.osdes.in/Content/frmTerms.aspx
3831624,https://www.dimakhconsultants.com/terms-of-use/
3831624,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
3831624,https://uomrpcf.osdes.in/Content/frmPrivacyNew.aspx
3831624,https://uomrpcf.osdes.in/Content/frmTerms.aspx
4637139,https://samarth.edu.in/website-policies/
4637139,https://aktu.ac.in/disclaimer.html
4637139,https://aktu.ac.in/terms-and-conditions.html
4637139,https://aktu.ac.in/privacy-policy.html
3828148,https://frcrce.knimbus.com/portal/v2/default/termsAndCondition
3843151,https://online.vtu.ac.in/legal/privacy-policy
3843151,https://vtu.internyet.in/terms-and-conditions
3843151,https://vtu.internyet.in/privacy-policy
3838733,https://online.vtu.ac.in/legal/privacy-policy
3838733,https://vtu.internyet.in/terms-and-conditions
3838733,https://vtu.internyet.in/privacy-policy
3841777,https://studentservices.jntuh.ac.in/oss/resources/files/TermsandConditions.pdf
3841777,https://sis.jntuhceh.ac.in/terms_conditions.html
3841777,https://sis.jntuhceh.ac.in/privacy_policy.html
3805982,https://sonetmicrosystems.com/terms-and-conditions/
3805982,https://sonetmicrosystems.com/privacy-policy/
3805982,https://samarth.edu.in/terms-and-conditions/
3805982,https://samarth.edu.in/website-policies/
3834564,https://learnsquare.co/terms
3834564,https://learnsquare.co/privacy
3844340,https://wordprosoft.in/privacy-policy.html
3844340,https://unipune.ac.in/university_files/privacy_statement.htm
3844340,https://unipune.ac.in/university_files/copyright.htm
3844340,https://unipune.ac.in/university_files/disclaimer.htm
5411968,https://unipune.ac.in/university_files/privacy_statement.htm
5411968,https://unipune.ac.in/university_files/copyright.htm
5411968,https://unipune.ac.in/university_files/disclaimer.htm
3805564,https://ucanapply.com/terms.html
3805564,https://ucanapply.com/privacy.html
664674,https://samarth.edu.in/website-policies/
664674,https://samarth.edu.in/terms-and-conditions/
3840244,https://linways.com/terms_and_conditions.html
3841996,https://www.vivekanandcollege.ac.in/terms-and-conditions
3841996,https://www.vivekanandcollege.ac.in/privacy-policy
3841996,https://www.vivekanandcollege.ac.in/disclaimer
3832680,https://linways.com/terms_and_conditions.html
3833560,https://samarth.edu.in/website-policies/
3833560,https://samarth.edu.in/terms-and-conditions/
3833560,https://ucanapply.com/terms.html
3833560,https://ucanapply.com/privacy.html
3838544,https://erp.siliguricollegeofcommerce.org/TermsAndConditions.php
3838544,https://erp.siliguricollegeofcommerce.org/PrivacyPolicy.php
3838544,https://erp.siliguricollegeofcommerce.org/Disclaimer.php
10488609,https://sis.jntuhceh.ac.in/terms_conditions.html
10488609,https://sis.jntuhceh.ac.in/privacy_policy.html
10488609,https://studentservices.jntuh.ac.in/oss/resources/files/TermsandConditions.pdf
3841353,https://www.ushamartinuniversity.com/privacy-policy.php
3841353,https://www.ushamartinuniversity.com/disclaimer.php
664392,http://wbuhs.ac.in/privacy-policy/
664392,https://wbuhs.ac.in/disclaimer/
5741882,https://cleverground.com/saas-services-terms-conditions/
5741882,https://cleverground.com/privacy-policy/
3836836,https://e365.tech/privacy-policy.html
3836836,https://campus.uno/terms
3836836,https://campus.uno/privacy-policy
664174,https://ouat.ac.in/terms-conditions/
664174,https://ouat.ac.in/privacy-policy-2/
664174,https://ouat.ac.in/disclaimer/
3829411,https://gslsms.gslmc.com/terms
3828130,https://samarth.edu.in/terms-and-conditions/
3828130,https://samarth.edu.in/website-policies/
3830979,https://kledeemeduniversity.edu.in/terms-conditions/
3842156,https://vsbec.edu.in/privacy-policy/
4815317,https://www.jntuk.edu.in/disclaimer
4815317,https://studentservices.jntuh.ac.in/oss/resources/files/TermsandConditions.pdf
4815317,https://web.knimbus.com/privacy-and-terms
3825446,https://edumarshal.com/privacy-policy/
3825446,https://edumarshal.com/disclaimer/
664230,https://pacific-university.ac.in/privacy-policy
664230,https://www.pacific-university.ac.in/Privacy-Policy
3811454,https://www.knruhs.telangana.gov.in/terms-conditions/
3840301,https://camudigitalcampus.com/terms-conditions/
3840301,https://camudigitalcampus.com/data-security-and-privacy/
3845629,https://samarth.edu.in/website-policies/
3845629,https://samarth.edu.in/terms-and-conditions/
3827595,https://www.creatrixcampus.com/privacy-policy
3827595,https://www.creatrixcampus.com/cookie-policy
664694,https://www.ushamartinuniversity.com/privacy-policy.php
664694,https://www.ushamartinuniversity.com/disclaimer.php
3798867,https://svkm.ac.in/Disclaimer/HF__11.html
3798867,https://samarth.edu.in/terms-and-conditions/
10235801,https://sjctni.edu/privacy.jsp
10205310,https://okiedokiepay.com/privacy-policy
3834872,https://samarth.edu.in/website-policies/
3834872,https://samarth.edu.in/terms-and-conditions/
3834872,https://www.nowgongcollege.edu.in/privacy_policy.html
3839377,https://accsofterp.com/privacypolicy.html
