orgId,urls
664381,https://www.myloft.xyz/myloft-terms-of-service/
664381,https://www.myloft.xyz/myloft-privacy-policy/
10151512,https://www.jilit.co.in/disclaimer.html
10151512,https://www.jilit.co.in/privacy-policy.html
664213,https://expediensolutions.com/privacy_policy.shtml
664213,https://expediensolutions.com/disclaimer.shtml
3832673,https://edumarshal.com/privacy-policy/
3832673,https://edumarshal.com/terms-of-use/
3832673,https://edumarshal.com/terms-and-conditions/
3832673,https://edumarshal.com/copyright-policy/
3832673,https://edumarshal.com/disclaimer/
3840922,https://moodle.com/privacy-notice/
3840922,https://moodle.org/admin/tool/policy/view.php?policyid=4
3840922,https://moodle.com/trademarks/
3840922,https://thakur-ecampus.in/privacy.html
3833539,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
3833539,https://uomrpcf.osdes.in/Content/frmPrivacyNew.aspx
3833539,https://uomrpcf.osdes.in/Content/frmTerms.aspx
3835189,https://onlineservices.annauniv.edu/disclamer.php
3835189,https://coe.annauniv.edu/home/disclamer.php
5429470,https://eforms.nic.in/docs/policy.html
7116355,https://ticollege.knimbus.com/portal/v2/default/termsAndCondition
664012,https://moodle.org/admin/tool/policy/view.php?policyid=4
664012,https://moodle.com/trademarks/
3834760,https://www.jisgroup.org/JisEventAttendance_PrivacyPolicy.html
663870,https://moodle.org/admin/tool/policy/view.php?policyid=4
663870,https://moodle.com/trademarks/
663870,https://dbuniversity.ac.in/dbucdoe/privacy-policy
3831361,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
3831361,https://uomrpcf.osdes.in/Content/frmPrivacyNew.aspx
3831361,https://uomrpcf.osdes.in/Content/frmTerms.aspx
3802008,https://online.vtu.ac.in/legal/privacy-policy
3802008,https://vtu.internyet.in/terms-and-conditions
3802008,https://vtu.internyet.in/privacy-policy
3834815,https://svkm.ac.in/Privacy%20policy/HF__4.html
3834815,https://svkm.ac.in/Disclaimer/HF__11.html
3834815,https://samarth.edu.in/terms-and-conditions/
3834815,https://samarth.edu.in/website-policies/
3833824,https://punjabiuniversity.ac.in/Pages/PagePunjabi.aspx?dsenc=disclaimer
6451560,https://www.iitms.co.in/terms-and-conditions/
6451560,https://www.iitms.co.in/privacy-policy/
664032,https://bhashini.gov.in/gyankosh?tab=terms-of-use&fromFooter=true
4794327,https://www.keycloak.org/security
664607,https://www.mrsstuexam.com/Disclaimer.aspx
3840377,https://linways.com/privacy_policy.html
5819764,https://www.datavista.com/privacy-policy/
10157929,https://www.monarkuni.ac.in/privacy-policy/
3824062,https://www.akashinstitutions.com/privacy-policy/
3824062,https://www.akashinstitutions.com/terms-and-conditions/
10147704,https://ssbbsrapp.ivyeduerp.com/privacypolicy.html
3825924,https://online.vtu.ac.in/legal/privacy-policy
3825924,https://vtu.internyet.in/terms-and-conditions
3825924,https://vtu.internyet.in/privacy-policy
664177,https://www.jilit.co.in/privacy-policy.html
664177,https://www.jilit.co.in/disclaimer.html
10036691,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
10036691,https://uomrpcf.osdes.in/Content/frmPrivacyNew.aspx
10036691,https://uomrpcf.osdes.in/Content/frmTerms.aspx
10056939,https://linways.com/privacy_policy.html
4871254,https://onlinejain.com/terms-and-conditions
3802001,https://aicte.gov.in/terms-conditions
663974,https://mycampusadmin.com/Privacy-policy.html
10323650,https://samarth.edu.in/website-policies/
3828366,https://coe.annauniv.edu/home/disclamer.php
3823897,https://samarth.edu.in/website-policies/
7585502,https://beu.intelliexams.com/beuexams/SubLinks/FrmTermsofuse.aspx?Terms=IEHome
10148757,https://www.iudehradun.edu.in/IUD-IT-Policy.pdf
4545016,https://samarth.edu.in/website-policies/
4545016,https://aktu.ac.in/disclaimer.html
3821990,https://aishwaryacollege.edu.in/disclaimer
3824752,https://www.aceec.ac.in/terms-conditions/
3824752,https://www.aryacollege.in/fee-refund-policy
3834050,https://samarth.edu.in/website-policies/
10151987,https://samarth.edu.in/website-policies/
10208414,https://www.jainuniversity.ac.in/terms-and-conditions
3843198,https://etuwa.in/terms-of-service
7107785,https://www.muhs.ac.in/website/termsAndConditons
3823580,https://ucanapply.com/terms.html
3830537,https://samarth.edu.in/website-policies/
3830537,https://aktu.ac.in/disclaimer.html
3828335,https://samarth.edu.in/website-policies/
3824226,https://allenhouse.ac.in/privacy-policy/
10274631,https://www.conicworks.com/privacy
10148682,https://zmchlms.com/login
5877698,https://www.pydah.edu.in/terms-conditions
664671,https://moodle.com/cookies-policy/
3835407,https://svkm.ac.in/Privacy%20policy/HF__4.html
3807664,https://www.vaagdevi.edu.in/wp-content/uploads/2024/09/Disclaimer.pdf
3834783,https://nizamcollege.ac.in/Admissions/fee-refund-policy.php
10057238,https://mlu.ac.in/privacy-policy
3836392,https://resociety.org/gjc_ofc/terms
3804948,https://www.isme.in/privacy-policy/
5409562,https://mpu.ac.in/uploads/Web%20Policies.pdf
3833431,https://microtek.ac.in/terms-and-conditions
10318999,https://samarth.edu.in/website-policies/
3844201,https://btu.ac.in/home/saisupport/Images/Media/15082020010105-media.pdf
10294045,https://mumapp.digitaluniversity.ac/Disclaimer.aspx
10294045,https://mu.ac.in/sub.php?name=FEE%20REFUND%20POLICY
10294045,https://samarth.edu.in/website-policies/
11249133,https://dpu.edu.in/documents/terms-and-conditions.pdf?v=12345
10083633,https://rimt.ac.in/training-placement-cell/
3847730,https://samarth.edu.in/website-policies/
3847730,https://www.cpanel.net/legal-notices/
3838822,https://skduniversity.com/privacy-policy
3824154,https://cims.mastersofterp.in/Static/Terms.html
3824154,https://www.excelr.com/terms-and-conditions
664583,https://pjtau.edu.in/privacy-policy/
10207735,https://policies.google.com/terms?hl=en-IN&fg=1
3830864,https://samarth.edu.in/website-policies/
3830864,https://web.knimbus.com/privacy-and-terms
3839215,https://karnataka.gov.in/privacy_policies/kn
3839215,https://samarth.edu.in/website-policies/
5432677,http://www.sdnbvc.com/paygate/termscondition.html
4832492,https://iec.edu.in/privacy-policy.php
3842440,https://linways.com/terms_and_conditions.html
10157665,https://studentservices.jntuh.ac.in/oss/resources/files/TermsandConditions.pdf
10157665,https://sis.jntuhceh.ac.in/terms_conditions.html
3831304,https://sppuapp.digitaluniversity.ac/Disclaimer.aspx
3826966,https://samarth.edu.in/website-policies/
10150237,https://samarth.edu.in/website-policies/
7586625,https://www.alardinstitutes.com/terms-conditions/
3803054,https://samarth.edu.in/website-policies/
