orgId,urls
663872,https://samarth.edu.in/terms-and-conditions/
663872,https://samarth.edu.in/website-policies/
663872,https://www.dibru.ac.in/legal
663872,https://www.dibru.ac.in/privacy-policy
663872,https://www.dibru.ac.in/terms-and-conditions
663872,https://www.dibru.ac.in/tnc
663882,https://samarth.edu.in/website-policies/
663897,https://samarth.edu.in/website-policies/
663897,https://vksu.ac.in/home/termsconditions
663905,https://samarth.edu.in/terms-and-conditions/
663905,https://samarth.edu.in/website-policies/
663905,https://www.ggu.ac.in/page/privacy-policy/
663949,https://baou.edu.in/terms-of-use
663956,https://samarth.edu.in/website-policies/
663960,https://gipl.in/Detail/Content/3333
663960,https://gipl.in/Detail/Content/3334
663972,https://remotlink.com/terms-of-use/
663972,https://www.campusmedicine.com/privacy-policy/
664047,https://karnataka.gov.in/privacy_policies/kn
664052,https://www.uni-mysore.in/privacy-policy
664052,https://www.uni-mysore.in/terms-and-conditions
664057,https://samarth.edu.in/terms-and-conditions/
664057,https://samarth.edu.in/website-policies/
664137,https://mkcl.org/privacy-policy/
664137,https://nmu.ac.in/terms
664139,https://www4.tcsion.com/SelfServices/
664165,https://www.bput.ac.in/page.php?purl=terms_and_conditions
664186,https://samarth.edu.in/website-policies/
664189,https://www.gadvasu.in/page/terms-and-conditions
664222,https://www.mdsuajmer.ac.in/privacy-policy
664225,https://www.mewaruniversity.org/pages/Privacy_Policy_And_Disclaimer.aspx
664226,https://iutripura.in/termsandpolicies
664272,https://samarth.edu.in/website-policies/
664311,https://bujhansi.ac.in/policies/copyright-statements/
664311,https://bujhansi.ac.in/policies/hyperlinking-policy/
664311,https://bujhansi.ac.in/policies/privacy-policy/
664311,https://bujhansi.ac.in/policies/terms-conditions/
664311,https://samarth.edu.in/terms-and-conditions/
664311,https://samarth.edu.in/website-policies/
664332,https://samarth.edu.in/website-policies/
664335,https://samarth.edu.in/terms-and-conditions/
664335,https://samarth.edu.in/website-policies/
664357,https://www.vbspu.ac.in/en/page/terms-conditions
664364,https://samarth.edu.in/website-policies/
664368,https://samarth.edu.in/terms-and-conditions/
664368,https://samarth.edu.in/website-policies/
664386,https://linways.com/terms_and_conditions.html
664403,https://www.himtu.ac.in/en/terms-and-conditions
664437,https://samarth.edu.in/website-policies/
664451,https://aksuniversity.ac.in/privacy-policy
664451,https://aksuniversity.ac.in/term-of-service
664453,https://rkdf.ac.in/terms&condition.php
664475,https://samarth.edu.in/website-policies/
664531,https://www.mgumst.org/terms-and-conditions
664577,https://www.seacomskillsuniversity.ac.in/terms-conditions
664641,https://samarth.edu.in/website-policies/
664642,https://samarth.edu.in/terms-and-conditions/
664642,https://samarth.edu.in/website-policies/
664708,https://sageuniversity.in/privacy_policy
3799596,https://www.thapar.edu/upload/files/Privacy%20PolicyTIET.pdf
3799605,https://www.edumerge.com/terms_of_use_and_privacy_policy
3799715,https://campx.in/terms
3803054,https://college.dhsk.org/privacy
3803133,https://rgu.ac.in/page/privacy-policy
3803133,https://samarth.edu.in/website-policies/
3803389,https://egov.embase.in
3803389,https://egov.embase.in/privacy-security
3803389,https://egov.embase.in/terms-of-service
3803389,https://emeacollege.ac.in/disclaimer
3804152,https://camudigitalcampus.com/terms-conditions/
3805496,https://kcdccollege.ac.in/privacy-policy.php
3805496,https://samarth.edu.in/terms-and-conditions/
3805496,https://samarth.edu.in/website-policies/
3806564,https://www.keycloak.org/security
3807117,https://surendranathcollege.ac.in/pages/privacy-policy
3807469,https://onlineportal.tinsukiacollege.in/pages/terms-and-condition
3807469,https://samarth.edu.in/website-policies/
3807469,https://www.dibru.ac.in/terms-and-conditions
3807862,https://www.keycloak.org/security
3814997,https://www.maism.org/term-condition.php
3815568,https://dme.ac.in/terms-of-service/
3819560,https://aktu.ac.in/disclaimer.html
3819560,https://aktu.ac.in/privacy-policy.html
3819560,https://samarth.edu.in/terms-and-conditions/
3819560,https://samarth.edu.in/website-policies/
3820053,https://www.ecberp.com/tnc
3821979,https://softelsolutions.in/PrivacyPolicy
3823580,https://www.iitms.co.in/terms-and-conditions/
3823689,https://www.aceenggacademy.com/terms-conditions-2/
3824081,https://aissms.org/terms-and-conditions/
3824094,https://vtu.ac.in/en/privacy-policy-and-terms-of-use/
3824225,https://allenhouse.ac.in/privacy-policy/
3824430,https://anandice.ac.in/privacy-policy/
3824543,https://anthonys.ac.in/resources/mdl/home/doc_Terms&Conditions.pdf
3824739,https://www.annauniv.edu/privacy_policy.php
3824739,https://www.auegov.ac.in/PrivacyPolicy
3825577,https://osmaniaerp.com/cstonline/Attachments/Website_Policies.PDF
3826200,https://samarth.edu.in/website-policies/
3826588,https://linways.com/privacy_policy.html
3826588,https://linways.com/terms_and_conditions.html
3827078,https://samarth.edu.in/terms-and-conditions/
3827086,https://darrangcollege.co.in/darrangterms.pdf
3827086,https://darrangcollege.com/privacy-policy
3827086,https://samarth.edu.in/website-policies/
3827330,https://samarth.edu.in/terms-and-conditions/
3827330,https://www.deshbandhucollege.ac.in/disclaimer.php
3827380,https://micmindia.com/privacy_policy.html
3827380,https://micmindia.com/terms.html
3827541,https://samarth.edu.in/terms-and-conditions/
3827541,https://samarth.edu.in/website-policies/
3827713,https://sis.jntuhceh.ac.in/privacy_policy.html
3827713,https://sis.jntuhceh.ac.in/terms_conditions.html
3828122,https://fisat.ac.in/privacy-policy/
3828169,https://gujaratuniversity.ac.in/disclaimer
3828169,https://samarth.edu.in/website-policies/
3828271,https://www.gayacollege.online/term-condition.php
3828355,https://gayacollege.online/term-condition.php
3828363,https://www.annauniv.edu/privacy_policy.php
3828363,https://www.auegov.ac.in/PrivacyPolicy
3828432,https://gcran.org/Web/privacypolicy
3829016,https://moodle.com/privacy-notice/
3829446,https://www.ulektz.com/home/termsofService
3829668,https://muhs.ac.in/website/termsAndConditons
3829719,https://hetcerp.in/Tearms&Condition.html
3831304,https://unipune.ac.in/university_files/copyright.htm
3831522,https://digital.gndu.ac.in/Disclaimer.aspx
3832183,https://samarth.edu.in/website-policies/
3832453,https://samarth.edu.in/website-policies/
3833049,https://samarth.edu.in/website-policies/
3834292,https://linways.com/privacy_policy.html
3834292,https://linways.com/terms_and_conditions.html
3834471,https://www.ncac.in/terms-conditions/
3834881,https://samarth.edu.in/website-policies/
3835137,https://gtu.ac.in/page.aspx?p=Privacy_Policy
3835188,https://samarth.edu.in/terms-and-conditions/
3835188,https://samarth.edu.in/website-policies/
3835188,https://www.webcomindia.biz/privacy.html
3835188,https://www.webcomindia.biz/terms-and-conditions.html
3835641,https://www.annauniv.edu/privacy_policy.php
3835641,https://www.auegov.ac.in/PrivacyPolicy
3835696,https://samarth.edu.in/website-policies/
3835696,https://www.webcomindia.biz/terms-and-conditions.html
3836126,https://samarth.edu.in/terms-and-conditions/
3836169,https://samarth.edu.in/website-policies/
3836275,https://camudigitalcampus.com/privacy-policy/
3836275,https://camudigitalcampus.com/terms-conditions/
3837166,https://samarth.edu.in/website-policies/
3837631,https://www.zoho.com/en-in/terms.html
