orgid,tnc_url
664236,https://uniraj.ac.in/index.php?mid=138
3840805,https://sxcran.ac.in/Admission/PrivacyPolicy
3840805,https://sxcran.ac.in/About/ITPolicy
5412398,https://www.scdl.net/privacy-policy
5412398,https://camudigitalcampus.com/terms-conditions/
5412398,https://camudigitalcampus.com/privacy-policy/
11316299,https://rbunagpur.in/terms-conditions/
11316299,https://www.rknecalumni.org/site/tos.dz
3841233,https://samarth.edu.in/terms-and-conditions/
3841233,https://samarth.edu.in/samarthegov-privacy-statement/
664175,https://samarth.edu.in/terms-and-conditions/
664175,https://samarth.edu.in/samarthegov-privacy-statement/
663912,https://prsuniv.ac.in/TP_TermsAndConditions.aspx
663912,https://prsuniv.ac.in/TP_PrivacyPolicy.aspx
663912,https://samarth.edu.in/terms-and-conditions/
663912,https://samarth.edu.in/samarthegov-privacy-statement/
664609,https://lnctu.ac.in/terms-and-conditions/
664609,https://lnctu.ac.in/privacy-policy-2/
10151284,https://mail.bharatividyapeeth.edu/site/privacy-policy
10151284,https://cdoe.bharatividyapeeth.integratededucation.pwc.in/sso/auth/legal-notices/terms-and-conditions
10302408,https://samarth.edu.in/terms-and-conditions/
10302408,https://samarth.edu.in/samarthegov-privacy-statement/
664483,https://deshbhagatuniversity.in/privacy-policy/
664483,https://sonetmicrosystems.com/terms-and-conditions/
664483,https://sonetmicrosystems.com/privacy-policy/
3840401,https://sxcjpr.edu.in/privacy-policy/
3840401,https://broodle.host/privacy-policy
3840401,https://broodle.host/terms-and-conditions
5407549,https://samarth.edu.in/terms-and-conditions/
5407549,https://samarth.edu.in/samarthegov-privacy-statement/
3800484,https://dkte.ac.in/terms-conditions
3800484,https://amritsar.ptu.ac.in/privacy-policy
3830605,https://vtu.internyet.in/terms-and-conditions
3830605,https://vtu.internyet.in/privacy-policy
3830605,https://www.bowandbaan.com/terms-and-conditions/
3830605,https://www.bowandbaan.com/privacy-policy/
3805126,https://www.asiaconnect.in/jgcolleges-connectportal/Owner/LegalNotices/privacypolicy
10078972,https://onlinejain.com/terms-and-conditions
10078972,https://onlinejain.com/privacy-policy
10084339,https://samarth.edu.in/terms-and-conditions/
10084339,https://samarth.edu.in/samarthegov-privacy-statement/
10059343,https://gbpuat.ac.in/Legal/legal.html
3831635,https://vmedulife.com/terms-of-service/
3831635,https://vmedulife.com/privacy-policy/
3826810,https://cat.edu.in/privacy-policy/
664396,https://dspace.org/privacy-policy/
10150259,https://samarth.edu.in/terms-and-conditions/
10150259,https://samarth.edu.in/samarthegov-privacy-statement/
10150259,https://nerimdigitallibrary.in/info/privacy
10150259,https://nerimdigitallibrary.in/info/end-user-agreement
3830280,https://makaut.wb.gov.in/MAKAUT_Web/assets/img/Privacy%20Policy.pdf
664454,https://www.gku.ac.in/privacy-policies
3830259,https://www.myloft.xyz/myloft-terms-of-service/
3830259,https://www.myloft.xyz/myloft-privacy-policy/
3830259,https://ipu.admissions.nic.in/privacy-policy/
10148408,https://cdoe.bharatividyapeeth.integratededucation.pwc.in/sso/auth/legal-notices/terms-and-conditions
