orgid,tnc_url
3804623,https://hinducollege.ac.in/qucik-disclamier.aspx
3840106,https://ss.du.ac.in/disclaimer.php
3804623,https://www.du.ac.in/index.php?page=disclaimer
3804623,https://samarth.edu.in/terms-and-conditions/
3804623,https://samarth.edu.in/samarthegov-privacy-statement/
3804623,https://www.refread.com/privacyandpolicy
3840106,https://samarth.edu.in/terms-and-conditions/
3840106,https://samarth.edu.in/samarthegov-privacy-statement/
3840106,https://www.refread.com/privacyandpolicy
664140,https://beta.unipune.ac.in/university_files/privacy_statement.php
664140,https://beta.unipune.ac.in/university_files/disclaimer.php
663982,https://www.kukonline.in/privacy-policy
663982,https://kukaa.kuk.ac.in/privacypolicy
663982,https://dexpertsystems.com/TermsAndConditions.htm
663848,https://www.osmania.ac.in/iqac/assets/files/IT-Policy.pdf
663848,https://www.oucealumni.org/privacypolicy
663848,https://www.ouaa.org/site/privacy.dz
3840802,https://sxccal.edu/information-technology-ict-policy
3840802,https://www.sxuk.org/privacy-policy.aspx
3840802,https://online.sxccal.edu/CertificateFees/Declaration/privacypolicy
664220,https://www.mgsubikaner.ac.in/privacy-policy
664104,https://www.rgpv.ac.in/PrivacyPolicy.html
664104,https://www.refread.com/privacyandpolicy
664229,https://nimsuniversity.org/terms-and-conditions.php?_gl=1*1to52dx*_gcl_au*Nzc5Njc2OTcuMTc3NzI4NjQ5Nw..
664229,https://nimsuniversity.org/privacy-policy.php?_gl=1*qyexfb*_gcl_au*Nzc5Njc2OTcuMTc3NzI4NjQ5Nw..
664229,https://nims-lms.com/privacy-policy
10207980,https://lnct.ac.in/terms-and-conditions/
664197,https://punjabiuniversity.ac.in/Pages/Page.aspx?dsenc=disclaimer
664197,https://punjabiuniversity.ac.in/Pages/Images/UCC/IT_POLICY.pdf
664051,https://www.manipal.edu/mu/terms-and-conditions.html
664051,https://sis.manipal.edu/Disclaimer.aspx
664051,https://www.manipal.edu/mu/important-links/privacy-and-cookie-policy.html
664314,https://csjmu.ac.in/frontpage/privacy-policy/
664314,https://csjmu.ac.in/frontpage/terms-and-conditions/
663888,https://lnmu.ac.in/terms-condition
663888,https://ucanapply.com/terms.html
10061883,https://www.davchd.ac.in/disclaimer
664351,https://subharti.org/terms-condition-subharti-university-india.php
664077,https://www.keralauniversity.ac.in/disclaimer
10498696,https://www.lpu.in/terms-conditions.php
10200454,https://ir.nbu.ac.in/info/privacy
10200454,https://ir.nbu.ac.in/info/end-user-agreement
664115,http://bamu.ac.in/en/terms-of-use
664115,http://bamu.ac.in/en/privacy-policy
664115,https://boltware.in/privacy-policy/
10486120,https://beta.unipune.ac.in/university_files/copyright.htm
10486120,https://beta.unipune.ac.in/university_files/disclaimer.php
10486120,https://beta.unipune.ac.in/university_files/privacy_statement.php
663966,https://www.spuvvn.edu/disclaimer/
663966,https://www.spuvvn.edu/UIIC/ANNEXURE_I_General_Terms_Conditions.pdf
663966,https://samarth.edu.in/terms-and-conditions/
663966,https://samarth.edu.in/samarthegov-privacy-statement/
3827304,https://vidyaprasar.dei.ac.in/terms-of-use/
3827304,https://vidyaprasar.dei.ac.in/policy/
11425274,https://nmims.edu/Gen-AI-Policy.php
11425274,https://nmims.edu/privacy-policy.php
3826815,https://www.lms.holkar.org/terms-and-conditions
10336153,https://mdsuajmer.ac.in/category.php?catid=20&pageid=195
11425489,https://jmi.ac.in/Legal-document/Privacy-Policy
3833683,https://mlsu.ac.in/category.php?catid=14&pageid=435
3842444,https://www.du.ac.in/index.php?page=disclaimer
3842444,https://samarth.edu.in/terms-and-conditions/
3842444,https://samarth.edu.in/samarthegov-privacy-statement/
3842444,https://www.refread.com/privacyandpolicy
3802764,https://cvs.du.ac.in/privacy-policy
