orgid,tnc_url
3831183,https://klyuniv.ac.in/website-policy/
3836501,https://samarth.edu.in/terms-and-conditions/
3836501,https://samarth.edu.in/samarthegov-privacy-statement/
3833194,https://meri.edu.in/termsandconditions/
3833194,https://meri.edu.in/privacypolicy/
10246675,https://kimskarad.in/terms-of-use/
10246675,https://kimskarad.in/privacy-policy/
10246675,https://kvv.edu.in/terms-of-use/
10246675,https://kvv.edu.in/privacy-policy/
3826584,https://qviple.com/terms
3826584,https://qviple.com/privacy
7107116,https://iertonline.in/privacy.html
7107116,https://iertonline.in/privacy.php
7107116,https://aktuerp.in/privacy-policy/
7107116,https://aktuerp.in/terms-and-conditions/
7107116,https://samarth.edu.in/samarthegov-privacy-statement/
7107116,https://samarth.edu.in/terms-and-conditions/
10001745,https://www.academyofappliedarts.com/privacy-policy/
10001745,https://www.academyofappliedarts.com/terms-conditions/
3830149,https://www.muhsonline.net/PrivacyPolicy.aspx#login-dialog
3830149,https://www.muhsonline.net/TermsOfUse.aspx
3830149,https://thesis.mgmuhsonline.in/PrivacyPolicy.aspx
3830149,https://muhs.ac.in/upload/Terms%20and%20conditions.pdf
3816250,https://www.knruhs.telangana.gov.in/terms-conditions/
3843321,https://samarth.edu.in/terms-and-conditions/
3843321,https://samarth.edu.in/samarthegov-privacy-statement/
4546059,https://apsbtet.rnits.technology/privacy-policy
3802947,https://mdsuajmer.org/category1238.html?catid=20&pageid=195
3802947,https://mdsuajmer.org/categorybea2.html?catid=20&pageid=194
3802947,https://mdsuajmer.org/category0093.html?catid=20&pageid=193
3838667,https://cimscertificate.mastersofterp.in/
3838667,https://libcloud.mastersofterp.in/#
3838667,https://web.classplusapp.com/login
3842549,https://www.tnteu.ac.in/pdf/Criteria4.3.2/IT_Policy_Committee.pdf
5146769,https://ucanapply.com/privacy.html
10567821,https://www.muhsonline.net/PrivacyPolicy.aspx#login-dialog
10567821,https://www.muhsonline.net/TermsOfUse.aspx
10567821,https://thesis.mgmuhsonline.in/PrivacyPolicy.aspx
10567821,https://muhs.ac.in/upload/Terms%20and%20conditions.pdf
3829022,https://www.openathens.net/privacy/
3829022,https://bfuhs.eenroll.in/terms_services
3829022,https://cem.nic.in/index.php/content/index/website-policies
3829022,https://cem.nic.in/index.php/content/index/terms-and-conditions
3829022,https://smartsolutionsit.com/wp-content/uploads/2020/04/chaupaisahib.html
3829478,https://cem.nic.in/index.php/content/index/website-policies
3829478,https://ntrmednet.uhsap.in/portal/v2/default/termsAndCondition
3802633,https://ppuponline.in/terms-and-conditions.php
3802633,https://samarth.edu.in/terms-and-conditions/
3802633,https://samarth.edu.in/samarthegov-privacy-statement/
3841826,https://edux.jodetx.com/#/VDU/account/terms
3841826,https://edux.jodetx.com/#/VDU/account/privacy-policy
3841826,https://samsodisha.gov.in/privacy-policy.html
3835983,https://samarth.edu.in/terms-and-conditions/
3835983,https://samarth.edu.in/samarthegov-privacy-statement/
3832729,https://www.knruhs.telangana.gov.in/terms-conditions/
3832729,https://mamatamedicalcollege.knimbus.com/user#/termsAndCondition
664644,https://iihmr.edu.in/jaipur/privacy-policy-and-terms-and-conditions
664644,https://digiicampus.com/privacy-policy/
664644,https://digiicampus.com/terms-conditions/
664644,https://www.myloft.xyz/myloft-terms-of-service/
664644,https://www.myloft.xyz/myloft-privacy-policy/
3831625,https://ppuponline.in/terms-and-conditions.php
3831625,https://samarth.edu.in/terms-and-conditions/
3831625,https://samarth.edu.in/samarthegov-privacy-statement/
3824083,https://www.heraizen.com/privacy-policy/
3824083,https://www.heraizen.com/terms-and-conditions/
3824083,https://www.heraizen.com/privacy-policy-dhi-web-platform/
10239240,https://samarth.edu.in/terms-and-conditions/
10239240,https://samarth.edu.in/samarthegov-privacy-statement/
10239240,https://gujaratuniversity.ac.in/disclaimer
10151786,https://coe.annauniv.edu/home/disclamer.php
10071349,https://www.campusgenie.co.in/privacy_policy
10071349,https://www.campusgenie.co.in/terms
3832379,https://ixian.in/product/campus7-erp/#
10151745,https://www.highereduhry.ac.in/forms/WebPages/WebsitePolicies
10151745,https://www.kukonline.ac.in/privacy-policy
3833108,https://samarth.edu.in/terms-and-conditions/
3833108,https://samarth.edu.in/samarthegov-privacy-statement/
3830966,https://rgu.ac.in/page/privacy-policy
10044837,http://abvmuup.edu.in/terms-of-use.php
10044837,http://abvmuup.edu.in/privacy-policy.php
3824577,https://semester.apcrgc.org/PrivacyPolicy.php
3824577,https://wbsu.ac.in/web/policy/
10079459,https://www.mptesde.mp.gov.in/index.php/terms-and-conditions
10079459,https://www.mptesde.mp.gov.in/index.php/hyperlinking-policy
10079459,https://www.mptesde.mp.gov.in/index.php/privacy-policy
3828369,https://www.inflibnet.ac.in/privacy.php
3828369,https://coe.annauniv.edu/home/disclamer.php
3826522,https://www.bhaikakauniv.edu.in/Privacy_policy
3821757,https://uniraj.ac.in/index.php?mid=138
3835212,https://pcge.parishkar.org/terms-conditions/
3835212,https://pcge.parishkar.org/privacy-policy/
3837872,https://seadegree.ac.in/index.php/privacy-policies/
3837872,https://seadegree.ac.in/index.php/terms-conditions/
3837872,https://seadegree.ac.in/index.php/security-policy/
3830594,https://www.mgu.ac.in/terms-of-use/
4547222,https://www.nit.ac.in/pdf/policy/IT%20POLICY%20V2.pdf
4547222,https://www.nit.ac.in/policy-page.php
3838723,https://www.mgu.ac.in/terms-of-use/
3840286,https://www.stjoseph.ac.in/privacy-policy.php
3830163,https://www.igmcshimla.org/privacy-policy/
10293164,https://samarth.edu.in/terms-and-conditions/
5431554,https://mgcgv.mponline.gov.in/Portal/MGCGVPrivacyPolicy.htm
10157392,https://indianihm.com/privacy-policy/
3807228,https://makaut.wb.gov.in/MAKAUT_Web/assets/img/Privacy%20Policy.pdf
3834904,https://www.nrigroupindia.com/privacy-policy/
3832120,https://cem.nic.in/index.php/content/index/website-policies
5149819,https://tecobytes.com/terms-of-service/
3826774,https://wbuhs.ac.in/privacy-policy/
10151295,https://wbuhs.ac.in/disclaimer/
10290332,https://samarth.edu.in/terms-and-conditions/
3835545,https://bbmkuadmitcard.online/privacy-policy-2/
3828998,https://www.glsuniversity.ac.in/terms-condition.html
3828998,https://samarth.edu.in/terms-and-conditions/
10204430,https://mpsmc.in/disclaimer
10204430,https://samarth.edu.in/terms-and-conditions/
10204430,https://samarth.edu.in/samarthegov-privacy-statement/
10244205,https://samarth.edu.in/terms-and-conditions/
10244205,https://samarth.edu.in/samarthegov-privacy-statement/
3803827,https://gtu.ac.in/page.aspx?p=Privacy_Policy
3837423,https://cimsstudentnewui.mastersofterp.in
3823844,https://aditya.ac.in/privacy.html
3823844,https://analysis.aditya.ac.in/privacy_policy.html
3823844,https://samarth.edu.in/terms-and-conditions/
3802349,https://kuhs.ac.in/kuhs_new/images/uploads/pdf/general/2024/KUHS-Intellectual-property-copyright-policy.pdf
3842162,https://samarth.edu.in/terms-and-conditions/
3842162,https://aktu.ac.in/terms-and-conditions.html
3842162,https://aktu.ac.in/privacy-policy.html
3842162,https://aktu.ac.in/disclaimer.html
10082748,https://samarth.edu.in/terms-and-conditions/
3802773,https://beta.unipune.ac.in/university_files/privacy_statement.php
3840032,https://gtu.ac.in/page.aspx?p=Privacy_Policy
3840032,https://samarth.edu.in/terms-and-conditions/
10048161,https://amritsar.ptu.ac.in/privacy-policy
5979075,https://wbuhs.ac.in/disclaimer/
5979075,https://www.websys.co.in/legal/
3842718,https://linways.com/privacy_policy.html
3842718,https://linways.com/terms_and_conditions.html
3841560,https://samarth.edu.in/terms-and-conditions/
3841560,https://mdu.ac.in/defaultMatter.aspx?PageId=412
3834935,https://mgcgv.mponline.gov.in/Portal/MGCGVPrivacyPolicy.htm
3827280,https://www.oucealumni.org/privacypolicy
10254203,https://samarth.edu.in/terms-and-conditions/
10151481,https://online.davcollegeasr.org/privacy
3813902,https://www.erauniversity.in/ERAStudentPortalPrivacyPolicy/ERA%20Student%20policy.pdf
3838105,https://samarth.edu.in/terms-and-conditions/
