orgId,urls
4815317,https://www.jntuk.edu.in/termsandconditions
10303465,https://www.manipal.edu/mu/terms-and-conditions.html
10303465,https://www.iitkgp.ac.in/legal-disclaimer
663889,https://samarth.edu.in/website-policies/
663889,https://mueducation.ac.in/Terms_Conditions.aspx
4545302,https://samarth.edu.in/website-policies/
3807469,https://www.dibru.ac.in/terms-and-conditions
3807469,https://onlineportal.tinsukiacollege.in/pages/terms-and-condition
3807469,https://samarth.edu.in/website-policies/
10132061,https://etlab.in/terms-of-service
10287263,https://www.sgrru.ac.in/terms-and-conditions
6802121,https://glwec.in/terms-and-conditions
10328055,https://eazyclasses.com/terms-and-conditions
10233986,https://transcend.org.in/terms-conditions/
10079025,https://samarth.edu.in/terms-and-conditions/
3846279,https://trustinfinie.com/termsAndConditions.html
3846279,https://bangaloreuniversity.karnataka.gov.in/terms-and-conditions
3799596,https://www.thapar.edu/upload/files/Privacy%20PolicyTIET.pdf
10305711,https://dhelms.in/privacy_policy.html
3820053,https://www.ecberp.com/tnc
10038757,https://aiimsnagpur.edu.in/termsofuse
664437,https://samarth.edu.in/website-policies/
663956,https://samarth.edu.in/website-policies/
3828122,https://fisat.ac.in/privacy-policy/
10542245,https://uudoon.in/privacy-policy.php
3824543,https://anthonys.ac.in/resources/mdl/home/doc_Terms&Conditions.pdf
664165,https://www.bput.ac.in/page.php?purl=terms_and_conditions
10047642,https://samarth.edu.in/website-policies/
10047642,https://hnbgu.ac.in/privacypolicy
3848006,https://zcoer.in/privacy-policy/
10324438,https://vignan.ac.in/terms.php
3827330,https://www.deshbandhucollege.ac.in/disclaimer.php
3827330,https://samarth.edu.in/terms-and-conditions/
10063096,https://uni1erp.in/terms-of-service
10063096,https://samarth.edu.in/terms-and-conditions/
3826200,https://samarth.edu.in/website-policies/
663897,https://samarth.edu.in/website-policies/
663897,https://vksu.ac.in/home/termsconditions
664475,https://samarth.edu.in/website-policies/
5818062,https://nsuniv.ac.in/privacy-policy/
